name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,1239497.33,24.76,11.85,9.58,0.83,14.0,1.5,-2.587095238,Highly risky,1.977933717,156613.3,170034.7,192401.3,183550.0,213630.0,245260.0,229200.0,205020.0,244880.0,307330.0
Honeywell Automation India Ltd.,HONAUT,Consumer Durables,17359.75,31-03-2023,321700.58,442.67,82.19,10.09,0.92,20.0,2.5,38.2015,Investment Worthy,4.025546206,17044.9,17559.2,24638.7,22489.5,24827.5,27319.7,32692.5,33999.4,31267.5,30306.6
Ice Make Refrigeration Ltd.,ICEMAKE,Engineering,17359.75,31-03-2023,4137.45,13.4,19.57,4.88,0.95,16.5,2.2,-0.014242424,Moderately risky,5.813719532,449.4,435.9,554.3,789.8,971.7,1213.6,1533.6,1367.2,1326.2,2012.3
Ind-Swift Laboratories Ltd.,INDSWFTLAB,Pharmaceuticals,17359.75,31-03-2023,3261.59,11.74,4.7,0.68,0.66,25.0,3.5,3.131714286,Non risky,1.098361075,11210.1,9757.1,6909.4,6765.8,7168.4,7571.5,8543.7,7879.3,8797.1,10298.0
Indbank Merchant Banking Services Ltd.,INDBANK,Stock/ Commodity Brokers,17359.75,31-03-2023,936.38,0.1,208.08,1.26,1.64,17.0,2.2,-11.44272727,Highly risky,0.776882713,88.7,79.9,195.3,110.5,183.9,146.7,125.2,172.5,194.7,244.5
India Glycols Ltd.,INDIAGLYCO,Chemicals,17359.75,31-03-2023,19028.94,28.25,21.75,1.2,1.44,20.0,3.5,2.954642857,Non risky,1.917035448,39151.8,34954.8,32983.8,33263.8,35960.1,41772.9,51447.7,59710.7,60732.3,70619.6
India Nippon Electricals Ltd.,INDNIPPON,Auto Ancillaries,17359.75,31-03-2023,7474.12,27.98,11.81,1.33,1.29,18.5,2.4,3.315454955,Investment Worthy,2.026729626,3176.5,3089.5,3832.4,3921.9,4124.7,4834.2,5459.5,5080.6,5039.1,5860.8
Indian Bank,INDIANB,Banks,17359.75,31-03-2023,359372.04,24.93,11.58,0.86,1.68,12.5,1.5,2.313266667,Non risky,-0.034042398,152181.0,166280.2,172901.5,184068.7,182780.7,197918.0,212237.2,248228.0,454261.1,469897.9
Indian Energy Exchange Ltd.,IEX,Miscellaneous,17359.75,31-03-2023,114092.09,3.28,39.01,14.54,0.92,18.5,2.5,-5.516648649,Highly risky,5.005359692,1385.1,1745.3,1773.0,2010.0,2329.9,2585.5,2945.3,2971.6,3573.8,4778.8
Indian Metals & Ferro Alloys Ltd.,IMFA,Mining & Mineral products,17359.75,31-03-2023,15374.22,49.2,5.79,0.83,1.4,15.0,2.0,5.719,Investment Worthy,1.355870773,13181.8,13613.3,13991.0,12430.1,17500.4,18066.1,16674.2,16356.1,19107.4,26285.7
Indian Overseas Bank,IOB,Banks,17359.75,31-03-2023,424359.16,0.86,26.16,1.89,1.18,12.5,1.5,-1.4468,Moderately risky,0.114487329,227179.8,251289.4,269453.1,269018.6,232784.3,224213.5,219865.2,212513.2,226931.3,218244.1
Indian Terrain Fashions Ltd.,INDTERRAIN,Textiles,17359.75,31-03-2023,1997.55,1.41,32.06,0.94,1.38,15.0,1.8,-0.898555556,Moderately risky,1.546854874,1670.1,2323.4,2911.9,3302.6,3323.8,4040.0,4253.5,3735.2,2245.4,3436.4
Indo Tech Transformers Ltd.,INDOTECH,Capital Goods - Electrical Equipment,17359.75,31-03-2023,1826.11,24.2,7.11,1.07,1.16,18.5,2.3,3.410458284,Investment Worthy,2.28885495,1249.5,1146.6,1867.2,2231.9,1659.4,2301.7,2146.3,2125.6,2089.1,2817.5
Indoco Remedies Ltd.,INDOCO,Pharmaceuticals,17359.75,31-03-2023,29971.9,15.34,21.2,2.92,1.03,25.0,3.5,1.821714286,Non risky,2.242640633,6431.3,7444.1,8699.5,10089.2,11087.7,10463.7,9744.4,11108.0,12493.6,15464.3
Indraprastha Gas Ltd.,IGL,Gas Distribution,17359.75,31-03-2023,300090.34,20.73,20.68,4.23,0.82,15.0,1.8,0.524333333,Moderately risky,2.910531484,37392.9,43452.4,40951.3,40941.0,42877.3,51149.5,65080.2,73218.7,55889.1,86997.7
Industrial Investment Trust Ltd.,IITL,Finance,17359.75,31-03-2023,1904.14,1.22,69.49,0.54,1.18,15.0,1.8,-2.990666667,Highly risky,0.341457952,148.0,210.6,135.3,233.2,24.5,225.6,261.3,214.9,98.7,250.3
Infibeam Avenues Ltd.,INFIBEAM,IT - Software,17359.75,31-03-2023,37890.6,0.51,27.97,1.31,1.34,30.0,5.0,0.516666667,Moderately risky,1.051547762,20.3,111.9,296.3,639.5,910.5,3374.9,5762.9,5964.1,5866.2,12004.5
Info Edge (India) Ltd.,NAUKRI,E-Commerce/App based Aggregator,17359.75,31-03-2023,481023.53,54.25,68.64,4.4,1.1,30.0,4.5,4.059222222,Investment Worthy,1.792915209,4837.6,5491.2,7224.4,8456.2,9433.6,10125.9,12207.9,13689.1,12469.9,112497.7
Infosys Ltd.,INFY,IT - Software,17359.75,31-03-2023,5923936.31,55.81,25.59,8.74,0.65,30.0,5.0,5.33,Investment Worthy,4.753337972,390650.0,469360.0,512100.0,573650.0,628930.0,663340.0,759650.0,822750.0,889560.0,1074140.0
Innovana Thinklabs Ltd.,INNOVANA,IT - Software,17359.75,31-03-2023,6375.5,8.56,36.35,8.69,0.51,30.0,5.0,0.396333333,Moderately risky,6.662333601,0.0,0.0,0.0,66.4,157.7,313.1,422.7,425.7,377.7,344.6
Insecticides (India) Ltd.,INSECTICID,Agro Chemicals,17359.75,31-03-2023,13820.71,21.28,21.94,1.51,0.99,18.0,2.0,2.164111111,Non risky,1.795289542,6514.8,9229.8,10317.7,10484.7,10849.3,12223.0,12062.9,13677.2,14289.8,15094.5
Inspirisys Solutions Ltd.,INSPIRISYS,IT - Software,17359.75,31-03-2023,1751.07,4.08,10.84,1.95,1.31,30.0,5.0,1.346666667,Non risky,2.373227148,3297.0,3021.8,3425.7,3245.6,3655.0,4895.1,4526.2,3540.3,3309.5,3035.5
Intellect Design Arena Ltd.,INTELLECT,IT - Software,17359.75,31-03-2023,55727.69,9.87,41.61,3.61,1.72,30.0,5.0,0.158,Moderately risky,2.787285156,0.0,0.0,4751.5,5635.7,5484.5,7028.1,9928.2,7693.9,10186.2,13034.6
Intrasoft Technologies Ltd.,ISFT,IT - Software,17359.75,31-03-2023,1448.12,0.7,140.59,1.27,1.05,30.0,5.0,-2.920333333,Highly risky,0.952632789,193.0,243.2,351.5,936.6,199.8,154.8,131.1,119.4,130.1,130.6
Inventure Growth & Securities Ltd.,INVENTURE,Finance,17359.75,31-03-2023,1386.0,0.05,35.36,0.82,1.16,15.0,1.8,-0.967888889,Moderately risky,0.439814194,221.2,162.4,224.9,230.0,225.4,276.3,223.2,223.5,314.3,381.7
Jagran Prakashan Ltd.,JAGRAN,Media - Print/Television/Radio,17359.75,31-03-2023,15790.82,9.42,7.7,1.17,0.76,18.0,2.5,2.286222222,Non risky,0.659549955,14462.9,16520.6,16981.2,18317.9,19402.5,19254.4,19769.9,17942.1,12618.1,14768.3
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARM,Pharmaceuticals,17359.75,31-03-2023,7592.18,10.82,26.78,4.78,1.42,25.0,3.5,0.225085714,Moderately risky,4.876130906,1710.6,1455.4,1398.7,1448.5,1583.9,1271.4,1684.0,1611.1,1923.4,2210.3
Jai Corp Ltd.,JAICORPLTD,Plastic products,17359.75,31-03-2023,24724.17,0.15,954.6,2.23,1.96,15.5,2.0,-61.64709677,Highly risky,2.009807608,7332.7,7934.8,7486.2,7038.7,7251.2,6012.0,6435.9,5651.4,5697.8,7262.7
Jain Irrigation Systems Ltd.,JISLJALEQS,Plastic products,17359.75,31-03-2023,20709.08,0.57,59.89,0.46,1.74,15.5,2.0,-2.776870968,Highly risky,0.843278556,36730.3,43353.3,44336.0,45078.6,39847.7,44211.0,45607.6,20588.5,21959.9,36019.0
Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation & Distribution,17359.75,31-03-2023,38036.7,0.2,27.97,0.55,1.6,15.5,2.0,-0.659516129,Moderately risky,0.771394882,23135.5,27500.0,40669.2,40563.0,28794.3,37300.6,39267.7,57380.5,36793.7,48594.2
Jammu & Kashmir Bank Ltd.,J&KBANK,Banks,17359.75,31-03-2023,50594.09,11.17,4.39,0.58,1.51,12.5,1.5,1.869133333,Non risky,-0.023940457,66205.3,71572.9,76902.7,73476.0,71786.7,72626.0,85981.2,90916.6,88462.3,88384.4
Jash Engineering Ltd.,JASH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,10099.75,33.92,24.75,4.28,1.13,17.5,2.5,2.135714286,Non risky,3.223741656,0.0,1133.4,1212.3,1211.1,1555.5,1560.6,2049.5,2143.5,2193.8,2644.8
Jay Bharat Maruti Ltd.,JAYBARMARU,Auto Ancillaries,17359.75,31-03-2023,5756.73,8.67,15.34,1.14,1.73,18.5,2.4,0.832810811,Non risky,2.231533692,13419.8,13729.6,14826.9,14842.1,17338.6,17918.4,19969.7,16598.7,15036.0,20813.0
Jayant Agro-Organics Ltd.,JAYAGROGN,Chemicals,17359.75,31-03-2023,4402.5,13.97,10.5,1.05,1.43,20.0,3.5,2.142,Non risky,2.992196632,12366.8,6833.4,6669.6,5694.4,6662.6,7856.4,8098.0,8492.4,6777.7,10892.6
Jet Freight Logistics Ltd.,JETFREIGHT,Air Transport Service,17359.75,31-03-2023,547.56,0.03,456.3,0.88,0.57,12.5,1.5,-34.65766667,Highly risky,2.814444912,0.0,0.0,0.0,2066.9,1940.1,2528.3,3383.1,3004.8,3491.6,4584.0
Jet Knitwears Ltd.,JETKNIT,Textiles,16951.7,28-03-2023,283.38,2.38,26.99,1.33,0.63,15.0,1.8,0.069777778,Moderately risky,1.556949153,375.9,385.1,373.2,385.6,433.2,450.2,492.9,473.2,418.2,430.4
Jindal Photo Ltd.,JINDALPHOT,Finance,17359.75,31-03-2023,2800.52,152.41,1.79,1.61,1.54,15.0,1.8,15.68722222,Investment Worthy,2.332226536,5228.0,3958.7,2.6,0.2,47.0,8.1,32.9,2.3,4.5,2.3
Jindal Poly Films Ltd.,JINDALPOLY,Packaging,17359.75,31-03-2023,21930.42,145.37,3.45,0.4,1.25,17.0,2.3,15.91014578,Investment Worthy,1.677916529,24515.3,28891.9,30791.7,29370.4,29715.9,30960.7,39338.1,38396.8,45142.9,67294.9
Jindal Stainless Ltd.,JSL,Steel,17359.75,31-03-2023,238631.34,24.28,11.93,2.08,1.44,15.5,1.9,2.123585739,Non risky,2.236354372,111676.4,130333.2,77057.8,70800.8,93062.0,111546.2,126749.8,124075.3,118324.0,326224.8
Jindal Steel & Power Ltd.,JINDALSTEL,Steel,17359.75,31-03-2023,557172.12,54.08,10.1,1.37,2.03,15.5,1.9,5.005334465,Investment Worthy,0.900440155,173300.8,161271.3,158768.9,150177.2,156953.1,179846.4,283956.1,264805.9,342555.9,503018.3
Jindal Worldwide Ltd.,JINDWORLD,Textiles,17359.75,31-03-2023,64316.92,5.68,56.46,9.94,1.05,15.0,1.8,-6.768222222,Highly risky,5.794912663,6091.2,7826.5,8423.7,10113.7,11852.9,16508.5,21196.1,28650.1,25685.6,37874.7
Jubilant Foodworks Ltd.,JUBLFOOD,Quick Service Restaurant,17359.75,31-03-2023,290397.87,6.07,72.55,13.54,0.93,25.0,4.0,-3.61,Highly risky,5.106577906,14329.2,17484.6,20910.2,24302.7,25677.9,30103.2,35870.5,39546.2,33392.7,43717.7
Jubilant Industries Ltd.,JUBLINDS,Chemicals,17359.75,31-03-2023,5846.79,6.21,62.53,1.92,1.23,20.0,3.5,-1.284071429,Moderately risky,1.953511665,379.9,522.4,501.4,401.9,688.5,25.4,18.8,10.7,32.5,1.9
Jullundur Motor Agency (Delhi) Ltd.,JMA,Auto Ancillaries,17359.75,31-03-2023,1373.89,9.97,6.03,0.77,1.1,18.5,2.4,2.250220721,Non risky,1.996377275,3501.7,3755.2,3865.9,3889.6,3833.0,3260.3,3322.7,3095.7,3294.0,3660.8
Just Dial Ltd.,JUSTDIAL,E-Commerce/App based Aggregator,17359.75,31-03-2023,50187.62,19.3,30.84,1.37,1.23,30.0,4.5,2.367555556,Non risky,1.05943029,3768.7,5017.6,6390.4,7476.9,8056.7,8489.0,9916.1,10928.4,9466.0,8961.7
Jyothy Labs Ltd.,JYOTHYLAB,FMCG,17359.75,31-03-2023,69953.25,5.58,34.13,7.94,0.78,30.0,6.0,0.317,Moderately risky,5.951592825,11155.3,13624.4,15568.1,16249.9,17096.1,16889.3,17967.1,16854.3,19097.8,26781.6
Kabra Extrusion Technik Ltd.,KABRAEXTRU,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,16266.49,11.29,42.89,4.23,1.28,17.5,2.5,-1.293857143,Moderately risky,2.833830134,1976.3,2412.9,3006.5,3478.6,3007.2,2743.0,2650.9,2231.4,2792.8,4083.5
Kajaria Ceramics Ltd.,KAJARIACER,Ceramic Products,17359.75,31-03-2023,167878.88,21.69,48.6,7.24,1.04,15.0,2.0,-2.731,Highly risky,5.75635788,17106.8,20099.4,23888.5,26353.7,27454.5,26517.6,27658.7,26225.0,26793.4,34918.0
Kalyani Forge Ltd.,KALYANIFRG,"Castings, Forgings & Fastners",17359.75,31-03-2023,810.91,1.87,119.25,0.77,0.99,16.0,2.0,-5.641125,Highly risky,1.967660691,2863.5,2298.6,2693.7,2596.1,2581.2,2743.6,2928.4,2036.9,1826.3,2478.2
Kalyani Steels Ltd.,KSL,Steel,17359.75,31-03-2023,12868.92,37.98,7.76,0.86,1.58,15.5,1.9,4.26472326,Investment Worthy,1.314146408,10329.2,14227.2,15386.0,14725.4,14244.9,14079.0,14324.5,12226.6,12309.7,17526.7
Kamat Hotels (India) Ltd.,KAMATHOTEL,Hotels & Restaurants,17359.75,31-03-2023,3241.85,25.47,5.16,1.4,1.87,20.0,3.0,2.952333333,Non risky,2.142931224,1780.0,1598.0,1419.2,2170.0,1989.3,1956.0,1949.0,2042.9,565.8,1088.0
Kamdhenu Ltd.,KAMDHENU,Steel,17359.75,31-03-2023,8434.85,15.17,20.64,5.06,1.63,15.5,1.9,-1.107770798,Moderately risky,5.2167689,5927.9,9658.4,10114.5,8858.6,8682.8,11898.9,12368.6,9681.6,6287.2,8427.5
Kanani Industries Ltd.,KANANIIND,"Diamond, Gems and Jewellery",17359.75,31-03-2023,593.6,0.05,114.15,1.33,0.98,20.0,3.5,-4.0625,Highly risky,1.772673928,788.2,715.4,696.8,852.6,809.9,806.5,831.4,863.0,780.8,857.3
Kansai Nerolac Paints Ltd.,KANSAINER,Paints/Varnish,17359.75,31-03-2023,208454.15,8.88,43.54,4.52,0.95,20.0,2.5,-1.047,Moderately risky,4.039717642,35116.6,37528.9,42389.5,51700.0,50394.6,52765.9,57541.2,55258.7,54066.3,67012.8
Karma Energy Ltd.,KARMAENG,Power Generation & Distribution,17359.75,31-03-2023,397.43,1.26,27.22,1.03,0.97,15.5,2.0,-0.115129032,Moderately risky,0.704141016,331.1,313.6,180.4,196.3,286.1,338.1,310.7,368.6,235.5,285.0
Karur Vysya Bank Ltd.,KARURVYSYA,Banks,17359.75,31-03-2023,83734.38,12.91,8.09,0.98,1.61,12.5,1.5,1.380466667,Non risky,0.048380579,47362.9,56868.6,60715.3,62174.3,64404.9,66403.8,68133.4,71570.5,66802.0,66277.4
Kellton Tech Solutions Ltd.,KELLTONTEC,IT - Software,17359.75,31-03-2023,4252.18,0.97,45.33,2.82,1.51,30.0,5.0,-0.488,Moderately risky,3.112677749,147.1,338.8,404.2,491.2,786.9,1252.8,1156.7,1305.1,1227.1,1244.9
Kennametal India Ltd.,KENNAMET,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,47729.04,43.86,49.51,6.79,0.88,17.5,2.5,0.960857143,Non risky,4.373100818,5360.6,5964.5,6246.8,6213.1,7018.3,8062.0,9524.0,6614.0,8199.0,10006.0
Kesoram Industries Ltd.,KESORAMIND,Cement,17359.75,31-03-2023,18204.89,0.39,150.95,3.08,1.63,17.5,2.5,-8.448714286,Highly risky,1.309311281,62137.4,55585.1,57237.6,61330.3,43759.8,39428.8,40002.6,24093.0,28389.1,36041.6
Kewal Kiran Clothing Ltd.,KKCL,Readymade Garments/ Apparells,17359.75,31-03-2023,25753.16,19.36,21.59,4.7,0.95,18.0,2.5,0.906555556,Non risky,4.659189992,3354.0,3918.6,4274.3,4771.2,5232.4,4882.3,5336.4,5545.0,3261.7,6618.1
Keynote Financial Services Ltd.,KEYFINSERV,Finance,17359.75,31-03-2023,577.96,0.73,113.33,0.94,0.82,15.0,1.8,-5.824555556,Highly risky,0.506885339,106.7,94.3,58.5,100.3,77.7,108.1,87.9,56.8,112.8,96.4
Khadim India Ltd.,KHADIM,Leather,17359.75,31-03-2023,3314.5,5.74,32.15,1.47,1.65,15.0,2.0,-0.954333333,Moderately risky,1.715505959,4280.7,4856.7,4675.9,5394.2,6201.9,7580.6,8056.0,7785.4,6447.4,6073.5
Khaitan (India) Ltd.,KHAITANLTD,Trading,17359.75,31-03-2023,202.35,1.43,29.76,1.11,0.98,18.5,2.5,0.110351351,Moderately risky,1.097846616,282.3,310.0,280.9,100.8,200.1,832.5,1006.8,570.8,456.4,542.7
Khandwala Securities Ltd.,KHANDSE,Finance,17359.75,31-03-2023,344.74,0.29,78.35,1.03,0.44,15.0,1.8,-3.206555556,Highly risky,0.458760139,44.0,44.5,51.2,35.0,49.7,38.7,61.0,36.9,38.0,63.6
Kilitch Drugs (India) Ltd.,KILITCH,Pharmaceuticals,17359.75,31-03-2023,2169.06,9.29,14.98,1.13,0.98,25.0,3.5,2.026942857,Non risky,1.570704888,423.9,212.1,217.2,237.5,297.2,536.6,1022.7,669.3,742.3,1097.2
Kingfa Science & Technology (India) Ltd.,KINGFA,Plastic products,17359.75,31-03-2023,15962.19,67.11,19.64,3.43,1.25,15.5,2.0,5.478903226,Investment Worthy,3.407661388,1771.7,1995.7,2469.9,3568.8,4868.2,6240.9,7060.3,7440.6,6377.0,10487.9
Kirloskar Brothers Ltd.,KIRLOSBROS,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,32577.51,21.12,19.43,2.6,1.32,17.5,2.5,1.641714286,Non risky,2.902909969,19622.7,18497.5,17145.9,17420.0,18412.9,19534.2,22483.6,21224.4,18188.1,22016.6
Kirloskar Industries Ltd.,KIRLOSIND,Finance,17359.75,31-03-2023,24036.66,73.59,33.04,1.1,1.06,15.0,1.8,6.485222222,Investment Worthy,-0.08532424,518.0,656.1,673.4,777.1,479.6,721.4,787.2,860.9,585.0,1026.7
Kirloskar Oil Engines Ltd.,KIRLOSENG,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,57332.95,17.97,22.05,2.46,1.24,17.5,2.5,1.313,Non risky,2.701520977,25997.5,25475.2,27337.5,27284.1,29597.1,29565.5,33129.5,29787.1,27590.6,34231.9
Kitex Garments Ltd.,KITEX,Readymade Garments/ Apparells,17359.75,31-03-2023,9120.48,8.94,15.35,1.01,1.43,18.0,2.5,1.207222222,Non risky,1.84898835,3210.1,4555.6,5245.1,5656.4,5495.1,5614.1,6313.4,7848.8,4658.7,8184.4
Kokuyo Camlin Ltd.,KOKUYOCMLN,Printing & Stationery,17359.75,31-03-2023,6865.8,2.25,30.41,2.61,1.39,15.0,2.0,-1.497333333,Moderately risky,4.123067551,4541.6,4943.0,5764.7,6485.5,6924.3,6423.5,6903.9,7096.2,4381.1,5488.9
Kopran Ltd.,KOPRAN,Pharmaceuticals,17359.75,31-03-2023,5327.27,6.47,17.07,1.35,1.24,25.0,3.5,1.338485714,Non risky,1.978804412,2593.9,3126.0,3510.3,1886.5,1908.7,1632.7,1998.7,1812.9,2333.2,2127.0
Kotak Mahindra Bank Ltd.,KOTAKBANK,Banks,17359.75,31-03-2023,3442404.57,52.58,32.96,4.15,0.86,12.5,1.5,1.994533333,Non risky,0.406359117,92809.0,102402.6,119758.6,190656.2,212821.3,239177.1,286221.9,323783.3,324100.2,348418.4
Kothari Petrochemicals Ltd.,KOTHARIPET,Petrochemicals,17359.75,31-03-2023,3321.88,6.48,8.71,1.73,1.33,12.0,1.5,0.438833333,Moderately risky,4.047586238,2625.6,3703.5,3100.5,2357.3,2465.4,2012.9,3022.1,2774.8,2307.2,3862.8
Kothari Products Ltd.,KOTHARIPRO,Trading,17359.75,31-03-2023,3405.18,1.11,103.19,0.36,1.68,18.5,2.5,-4.290837838,Highly risky,0.704497037,39699.0,43257.3,46664.3,46585.9,43808.2,42424.8,32963.1,25177.6,17783.5,11143.4
Kshitij Polyline Ltd.,KSHITIJPOL,Plastic products,17359.75,31-03-2023,873.75,0.09,194.17,4.63,0.59,15.5,2.0,-12.42309677,Highly risky,1.612512315,133.3,0.0,0.0,0.0,170.1,274.1,362.6,319.0,242.6,390.8
Kuantum Papers Ltd.,KUANTUM,Paper,17359.75,31-03-2023,10589.44,17.29,7.02,1.1,1.37,13.5,1.6,2.1515,Non risky,2.070512488,4479.7,5130.8,5308.7,5546.4,6459.2,7179.6,8023.0,7535.1,4139.1,8342.5
Lagnam Spintex Ltd.,LAGNAM,Textiles,17359.75,31-03-2023,872.85,5.52,8.95,0.93,0.87,15.0,1.8,1.568666667,Non risky,1.204958709,364.7,418.7,506.4,565.4,755.3,845.8,807.9,1767.6,2152.7,3571.1
Lakshmi Machine Works Ltd.,LAXMIMACH,Engineering,17359.75,31-03-2023,106640.91,306.07,32.61,4.64,0.99,16.5,2.2,28.53154545,Investment Worthy,3.464165604,23170.8,26887.2,28075.0,29162.2,26065.3,27490.2,27973.6,17151.6,18244.6,32619.4
Lambodhara Textiles Ltd.,LAMBODHARA,Textiles,17359.75,31-03-2023,1468.43,16.71,8.47,1.48,1.68,15.0,1.8,1.604111111,Non risky,1.959107124,963.1,1114.1,1315.0,1191.3,1321.0,1677.9,1876.4,1909.7,1241.7,1933.7
Larsen & Toubro Ltd.,LT,Infrastructure Developers & Operators,17359.75,31-03-2023,3041744.56,51.48,42.04,4.25,1.12,20.0,3.0,3.509333333,Investment Worthy,1.49911151,642537.3,600331.7,604177.1,671456.9,707346.0,806778.8,945466.1,913661.9,1039105.2,1057218.0
Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals,17359.75,31-03-2023,157797.79,14.09,20.79,3.89,0.91,25.0,3.5,1.555971429,Non risky,2.72287207,7276.9,11748.6,13731.8,18215.9,19518.6,20681.3,22522.8,28031.5,47960.4,47285.9
Lemon Tree Hotels Ltd.,LEMONTREE,Hotels & Restaurants,17359.75,31-03-2023,61201.04,1.01,76.15,5.72,1.25,20.0,3.0,-3.863166667,Highly risky,3.885957983,1462.5,2046.0,2249.5,1969.6,2291.1,2433.8,3167.9,2746.7,869.5,1355.7
Liberty Shoes Ltd.,LIBERTSHOE,Leather,17359.75,31-03-2023,3316.84,7.88,24.7,1.68,1.34,15.0,2.0,-0.038666667,Moderately risky,1.770610542,3554.0,5017.9,5512.3,4752.7,5224.9,5517.2,6060.1,6602.9,4604.3,4903.6
Lincoln Pharmaceuticals Ltd.,LINCOLN,Pharmaceuticals,17359.75,31-03-2023,6795.09,37.01,9.17,1.35,1.14,25.0,3.5,4.808485714,Investment Worthy,1.963585825,1996.1,2132.4,2319.0,3224.4,3106.4,3313.2,3596.2,3882.2,4287.3,4820.7
Linde India Ltd.,LINDEINDIA,Chemicals,17359.75,31-03-2023,343682.63,46.89,85.95,11.04,1.08,20.0,3.5,-0.842785714,Moderately risky,6.680098895,14901.5,15881.0,16380.5,17388.3,20138.3,21317.5,22153.7,26240.6,15149.2,24619.4
Lokesh Machines Ltd.,LOKESHMACH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,1968.64,4.51,24.36,1.24,1.43,17.5,2.5,0.133,Moderately risky,1.760254086,1657.7,1372.2,1419.7,1484.2,1617.1,2093.7,2262.7,1486.6,1761.1,2362.1
Lumax Auto Technologies Ltd.,LUMAXTECH,Auto Ancillaries,17359.75,31-03-2023,18327.61,11.51,23.36,3.14,1.71,18.5,2.4,-0.130036036,Moderately risky,2.638950106,4698.8,5168.7,5902.2,6178.4,5256.9,6225.3,11524.4,9794.3,9254.0,12181.1
Lumax Industries Ltd.,LUMAXIND,Auto Ancillaries,17359.75,31-03-2023,16538.47,76.51,23.12,3.44,1.15,18.5,2.4,6.817936937,Investment Worthy,2.439127773,11983.2,12507.0,12690.9,14080.3,14323.9,17004.8,19131.5,16115.6,14516.1,17648.5
Lupin Ltd.,LUPIN,Pharmaceuticals,17359.75,31-03-2023,295009.9,9.29,69.82,1.6,0.61,25.0,3.5,0.069057143,Moderately risky,1.650484434,72077.2,94751.8,100675.6,115520.9,129305.4,102430.6,117288.0,115128.9,112149.6,120031.6
Lux Industries Ltd.,LUXIND,Textiles,17359.75,31-03-2023,34820.2,48.95,23.72,2.38,1.12,15.0,1.8,3.871444444,Investment Worthy,3.067535461,7143.2,8711.4,9181.9,9414.2,9601.0,10815.5,12287.6,16837.9,19578.2,22912.2
Lypsa Gems & Jewellery Ltd.,LYPSAGEMS,"Diamond, Gems and Jewellery",17359.75,31-03-2023,109.09,0.01,363.64,0.34,1.38,20.0,3.5,-16.65814286,Highly risky,0.373815682,3024.7,4132.1,4374.5,2081.7,768.0,1044.7,600.7,216.3,85.2,142.1
Maan Aluminium Ltd.,MAANALU,Non Ferrous Metals,17359.75,31-03-2023,2354.04,37.02,4.7,1.81,1.69,14.0,1.5,3.469619048,Investment Worthy,6.108617428,1013.7,1128.7,1192.4,1992.4,3627.7,4536.6,6569.3,5424.8,4108.3,5864.2
Madhucon Projects Ltd.,MADHUCON,Construction,17359.75,31-03-2023,250.9,0.6,5.63,0.05,1.42,17.0,2.2,1.286096257,Non risky,0.712047067,10638.5,8978.1,11649.5,7386.6,7124.1,6860.5,6848.5,5547.0,7723.8,7227.2
Magadh Sugar & Energy Ltd.,MAGADSUGAR,Sugar,17359.75,31-03-2023,4498.05,35.28,9.05,0.7,1.45,12.0,1.2,3.7405,Investment Worthy,1.413947978,0.0,0.0,0.0,0.0,7204.2,7348.8,7451.1,9353.6,9542.1,9978.9
Magnum Ventures Ltd.,MAGNUM,Paper,17359.75,31-03-2023,1225.16,6.7,4.35,7.61,1.08,13.5,1.6,-2.488472222,Highly risky,1.96092429,2353.8,2208.3,2293.8,2632.6,3498.3,2588.7,2786.8,2426.4,1829.6,3316.0
Mahanagar Gas Ltd.,MGL,Gas Distribution,17359.75,31-03-2023,97143.01,80.53,12.21,2.35,0.99,15.0,1.8,7.943444444,Investment Worthy,2.261983559,16838.4,20862.3,23323.9,23326.7,22930.4,25106.0,31345.1,33638.4,24384.1,39718.2
Maharashtra Scooters Ltd.,MAHSCOOTER,Finance,17359.75,31-03-2023,48381.13,150.69,28.09,0.25,1.33,15.0,1.8,14.72744444,Investment Worthy,-0.008149923,608.0,580.6,707.8,1182.8,303.0,825.5,959.3,2141.1,310.6,1948.2
Maharashtra Seamless Ltd.,MAHSEAMLES,Steel,17359.75,31-03-2023,47911.43,52.97,6.75,1.02,1.08,15.5,1.9,6.244674024,Investment Worthy,2.151661939,19090.5,13705.5,15388.7,12075.4,16549.2,22445.8,31100.1,26835.9,23157.1,40644.9
Maheshwari Logistics Ltd.,MAHESHWARI,Logistics,17359.75,31-03-2023,2357.42,4.62,17.25,1.41,0.58,18.0,2.2,1.282757576,Non risky,3.046916853,3405.5,4148.9,5349.3,6083.7,7469.0,8929.4,10406.0,7608.9,6726.9,10375.7
